epoch,step,min,max,mean,std
1,2000,-0.0263410285115242,0.010122591629624367,-0.003087450284510851,0.006442958023399115
2,4000,-0.021365895867347717,0.011286646127700806,-0.0023139503318816423,0.005386002827435732
3,6000,-0.012939157895743847,0.025310954079031944,0.0013836617581546307,0.004809102509170771
4,8000,-0.023326193913817406,0.008431591093540192,-0.0018092599930241704,0.004854710306972265
5,10000,-0.018310772255063057,0.010309337638318539,-0.00046619767090305686,0.0043313512578606606
