epoch,step,min,max,mean,std
1,2000,-0.01885225996375084,0.011661704629659653,-0.0025529973208904266,0.005474471021443605
2,4000,-0.018603434786200523,0.012482965365052223,-0.002108144573867321,0.006288911681622267
3,6000,-0.005341800861060619,0.008096362464129925,0.000518192769959569,0.002645832020789385
4,8000,-0.010113932192325592,0.004459228366613388,-0.0014414063189178705,0.0027618762105703354
5,10000,-0.008526306599378586,0.008660351857542992,-0.0006663214880973101,0.003172069089487195
