epoch,step,min,max,mean,std
1,2000,-0.10686520487070084,0.13529512286186218,0.014214958995580673,0.12108016014099121
2,4000,-0.16538318991661072,0.10606146603822708,-0.029660861939191818,0.1357223242521286
3,6000,-0.0453968420624733,-0.030248738825321198,-0.03782279044389725,0.00757405161857605
4,8000,-0.0076606422662734985,0.03792709857225418,0.015133228152990341,0.02279387041926384
5,10000,-0.06359344720840454,0.05914768576622009,-0.002222880721092224,0.06137056648731232
